Company Code;G/L Account;G/L Account Name;Assignment Reference;Journal Entry;Journal Entry Type;JE Type Name;Posting Date;Amount in Company Code Currency;Clearing Journal Entry;Clearing Date;Profit Center;Profit Center Name;Partner Profit Center;Customer;Name of Customer;Journal Entry Item Text;Journal Entry Date;Jrnl Entry Creation Date in Server Time;Journal Entry Created By;Offsetting Account;Offsetting Acct Name;Fiscal Period;Name of Supplier;Supplier;Creation Time;Trading Partner;Functional Area;Functional Area Name;Cost Center;Cost Center Name;WBS Element;Purchasing Document;Order ID;Work Item ID;Reference Key 3
1711 (Delek Logistics Partners);69000200 (Property Tax Expense);Property Tax Expense;Property Tax-Water;1010006648;AB (Journal Entry);Journal Entry;28/02/2025;28.131,43   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;;;;Property Tax-Water 3Bear;05/03/2025;05/03/2025;GDENT;21601100 (Property Tax Payable);Property Tax Payable;002;;;2025-03-05 14:14:32;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1710 (Delek US Holdings, Inc.);61200000 (Payroll Expense - Tax and Soc Security - Wages);Pay Exp Tax&SS Wages;1002000011;2610000987;YP (EC-Payroll Posting);EC-Payroll Posting;17/01/2025;28.569,92   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;15/01/2025;15/01/2025;AROKADE;21501000 (Accrued Net Payroll);Accrued Net Payroll;001;;;2025-01-15 04:28:05;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61200000 (Payroll Expense - Tax and Soc Security - Wages);Pay Exp Tax&SS Wages;1002000011;2610001009;YP (EC-Payroll Posting);EC-Payroll Posting;14/02/2025;29.348,95   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;12/02/2025;12/02/2025;AROKADE;21501000 (Accrued Net Payroll);Accrued Net Payroll;002;;;2025-02-12 03:31:00;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61200000 (Payroll Expense - Tax and Soc Security - Wages);Pay Exp Tax&SS Wages;1002000011;2610000963;YP (EC-Payroll Posting);EC-Payroll Posting;03/01/2025;29.397,25   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;31/12/2024;31/12/2024;AROKADE;21501000 (Accrued Net Payroll);Accrued Net Payroll;001;;;2024-12-31 03:54:40;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61200000 (Payroll Expense - Tax and Soc Security - Wages);Pay Exp Tax&SS Wages;1002000011;2610000994;YP (EC-Payroll Posting);EC-Payroll Posting;31/01/2025;29.546,28   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;29/01/2025;29/01/2025;AROKADE;21501000 (Accrued Net Payroll);Accrued Net Payroll;001;;;2025-01-29 03:22:03;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);65301300 (Contract Services - Outside Services);CS - Outside Service;PWC;1020043426;AC (Accrual Document);Accrual Document;31/03/2025;30.000,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;2024 Tax Compliance - EstK-1's - Billing 3 of 3;06/04/2025;07/04/2025;DROJO;21102300 (A/POther);A/POther;003;;;2025-04-07 13:08:32;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);21120000 (Goods Received/Invoice Received);GR/IR;700005589100001;5100250765;RE (Invoice - Gross);Invoice - Gross;17/02/2025;30.129,00   USD;2500258100;17/02/2025;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;LeaseAccelerator Software;31/12/2024;17/02/2025;SAP_WFRT;171848 (LEASEACCELERATOR SERVICES LLC, EZLE);LEASEACCELERATOR SERVICES LLC, EZLE;002;;;2025-02-17 12:05:04;;;;1002000011 (ACCOUNTING);ACCOUNTING;;7000055891;;;202550003214790001
1710 (Delek US Holdings, Inc.);65301500 (Contract Services - Accounting Services);CS - Accounting Serv;INV #113261;1020035571;AC (Accrual Document);Accrual Document;31/01/2025;31.104,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;LEASEACCELERATOR;05/02/2025;05/02/2025;LGREENE;21102300 (A/POther);A/POther;001;;;2025-02-05 08:42:41;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);65301500 (Contract Services - Accounting Services);CS - Accounting Serv;303715;5000271851;WE (Goods Receipt);Goods Receipt;11/02/2025;31.104,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;11/02/2025;11/02/2025;SAP_WFRT;21120000 (GR/IR);GR/IR;002;LEASEACCELERATOR SERVICES LLC, EZLE;171848 (LEASEACCELERATOR SERVICES LLC, EZLE);2025-02-11 14:45:02;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;7000055891;;;
1711 (Delek Logistics Partners);61052000 (Group Insurance);Group Insurance;Jan'25 Alloc;1010006435;AB (Journal Entry);Journal Entry;31/01/2025;31.177,80   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;10020001 (DELEK US ENERGY, INC);;;GROUP INSURANCE ALLOC;31/01/2025;06/02/2025;DROJO;INV1710 (DELEK US HOLDINGS INC);DELEK US HOLDINGS INC;001;;;2025-02-06 09:37:19;LC1711;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1710 (Delek US Holdings, Inc.);61200000 (Payroll Expense - Tax and Soc Security - Wages);Pay Exp Tax&SS Wages;1002000011;2610001021;YP (EC-Payroll Posting);EC-Payroll Posting;28/02/2025;31.214,88   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;26/02/2025;26/02/2025;AROKADE;21501000 (Accrued Net Payroll);Accrued Net Payroll;002;;;2025-02-26 03:38:45;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61510000 (Stock Based Compensation);Stock Based Compensa;Q1 2025 SBC;1010022606;AB (Journal Entry);Journal Entry;31/03/2025;32.256,26   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;40101001 (DKL TRANSPORTATION);;;Q1 2025 SBC ACCRUAL;31/03/2025;08/04/2025;DROJO;INV1711 (Delek Logistics Partners LP);Delek Logistics Partners LP;003;;;2025-04-08 12:44:07;LC1711;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);21120000 (Goods Received/Invoice Received);GR/IR;700002840200001;5100240935;RE (Invoice - Gross);Invoice - Gross;13/01/2025;32.727,00   USD;2500311873;24/10/2025;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;Managed Services 2024;13/01/2025;13/01/2025;SAP_WFRT;109117 (KPMG LLP KPMG LLP);KPMG LLP KPMG LLP;001;;;2025-01-13 13:40:09;;;;1002000011 (ACCOUNTING);ACCOUNTING;;7000028402;;;202450002917570001
1711 (Delek Logistics Partners);63005200 (Short-Term Lease Expense);ST Lease Expense;4020100019;1010006940;AB (Journal Entry);Journal Entry;31/03/2025;33.096,33   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;;;;Vehicle Remarketing invoice;08/04/2025;08/04/2025;LGREENE;63005000 (Lease Expense);Lease Expense;003;;;2025-04-08 15:47:29;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1711 (Delek Logistics Partners);63005000 (Lease Expense);Lease Expense;4020100019;5100047540;RE (Invoice - Gross);Invoice - Gross;25/02/2025;33.096,33   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;;;;Vehicle Remarketing invoice;25/02/2025;25/02/2025;SAP_WFRT;170055 (AUTOMOTIVE RENTALS INC);AUTOMOTIVE RENTALS INC;002;;;2025-02-25 11:35:01;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1711 (Delek Logistics Partners);61052000 (Group Insurance);Group Insurance;Feb'25 Accrual;1010006631;AB (Journal Entry);Journal Entry;28/02/2025;33.253,00   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;10020001 (DELEK US ENERGY, INC);;;STD GROUP INSURANCE;28/02/2025;03/03/2025;DROJO;INV1710 (DELEK US HOLDINGS INC);DELEK US HOLDINGS INC;002;;;2025-03-03 16:42:28;LC1710;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1711 (Delek Logistics Partners);61052000 (Group Insurance);Group Insurance;Mar'25 Accrual;1010006766;AB (Journal Entry);Journal Entry;31/03/2025;33.253,00   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;10020001 (DELEK US ENERGY, INC);;;STD GROUP INSURANCE;24/03/2025;24/03/2025;DROJO;INV1710 (DELEK US HOLDINGS INC);DELEK US HOLDINGS INC;003;;;2025-03-24 18:02:35;LC1710;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1711 (Delek Logistics Partners);61052000 (Group Insurance);Group Insurance;Jan'25 Accrual;1010006433;AB (Journal Entry);Journal Entry;31/01/2025;33.253,53   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;;;;STD GROUP INSURANCE;31/01/2025;05/02/2025;DROJO;INV1710 (DELEK US HOLDINGS INC);DELEK US HOLDINGS INC;001;;;2025-02-05 19:05:56;LC1710;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1711 (Delek Logistics Partners);61052000 (Group Insurance);Group Insurance;Jan'25 Accrual;1010006556;AB (Journal Entry);Journal Entry;19/02/2025;33.253,53   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;10020001 (DELEK US ENERGY, INC);;;STD GROUP INSURANCE;19/02/2025;21/02/2025;DROJO;INV1710 (DELEK US HOLDINGS INC);DELEK US HOLDINGS INC;002;;;2025-02-21 10:56:43;LC1710;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1711 (Delek Logistics Partners);69000200 (Property Tax Expense);Property Tax Expense;Property Tax-Gas;1010006482;AB (Journal Entry);Journal Entry;31/01/2025;33.842,61   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;;;;Property Tax-Gas 3Bear;07/02/2025;07/02/2025;BDANIEL;21601100 (Property Tax Payable);Property Tax Payable;001;;;2025-02-07 15:23:20;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1711 (Delek Logistics Partners);69000200 (Property Tax Expense);Property Tax Expense;Property Tax-Gas;1010006648;AB (Journal Entry);Journal Entry;28/02/2025;33.842,61   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;;;;Property Tax-Gas 3Bear;05/03/2025;05/03/2025;GDENT;21601100 (Property Tax Payable);Property Tax Payable;002;;;2025-03-05 14:14:32;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1711 (Delek Logistics Partners);69000200 (Property Tax Expense);Property Tax Expense;Property Tax;1010006390;AB (Journal Entry);Journal Entry;31/01/2025;35.113,46   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;;;;Property Tax-Water 3Bear;31/01/2025;31/01/2025;BSTIEDLE;21601100 (Property Tax Payable);Property Tax Payable;001;;;2025-01-31 23:00:35;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1711 (Delek Logistics Partners);69000200 (Property Tax Expense);Property Tax Expense;Property Tax;1010006609;AB (Journal Entry);Journal Entry;28/02/2025;35.113,46   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;;;;Property Tax-Water 3Bear;28/02/2025;28/02/2025;BSTIEDLE;21601100 (Property Tax Payable);Property Tax Payable;002;;;2025-02-28 23:30:45;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1711 (Delek Logistics Partners);69000200 (Property Tax Expense);Property Tax Expense;Property Tax;1010006827;AB (Journal Entry);Journal Entry;31/03/2025;35.113,46   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;;;;Property Tax-Water 3Bear;31/03/2025;31/03/2025;CCOLLINS;21601100 (Property Tax Payable);Property Tax Payable;003;;;2025-03-31 23:30:34;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1710 (Delek US Holdings, Inc.);21120000 (Goods Received/Invoice Received);GR/IR;700002157600001;5100256306;RE (Invoice - Gross);Invoice - Gross;07/03/2025;36.242,20   USD;2500262404;07/03/2025;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;Subscription for accounting research tool;03/03/2025;07/03/2025;SAP_WFRT;149573 (RELX INC LEXISNEXIS);RELX INC LEXISNEXIS;003;;;2025-03-07 10:25:03;;;;1002000011 (ACCOUNTING);ACCOUNTING;;7000021576;;;202450001945380001
1710 (Delek US Holdings, Inc.);65200000 (Other Supplies);Other Supplies;1002000011;5000281513;WE (Goods Receipt);Goods Receipt;07/03/2025;36.242,22   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;07/03/2025;07/03/2025;SAP_WFRT;21120000 (GR/IR);GR/IR;003;RELX INC LEXISNEXIS;149573 (RELX INC LEXISNEXIS);2025-03-07 10:30:02;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;7000021576;;;
1710 (Delek US Holdings, Inc.);61060000 (401K/NQDF Match Expense);401K/NQDF Match Exp;1002000011;2610000987;YP (EC-Payroll Posting);EC-Payroll Posting;17/01/2025;37.108,02   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;15/01/2025;15/01/2025;AROKADE;21501000 (Accrued Net Payroll);Accrued Net Payroll;001;;;2025-01-15 04:28:05;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61060000 (401K/NQDF Match Expense);401K/NQDF Match Exp;1002000011;2610001009;YP (EC-Payroll Posting);EC-Payroll Posting;14/02/2025;37.189,51   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;12/02/2025;12/02/2025;AROKADE;21501000 (Accrued Net Payroll);Accrued Net Payroll;002;;;2025-02-12 03:31:00;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61060000 (401K/NQDF Match Expense);401K/NQDF Match Exp;1002000011;2610000994;YP (EC-Payroll Posting);EC-Payroll Posting;31/01/2025;37.356,11   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;29/01/2025;29/01/2025;AROKADE;21501000 (Accrued Net Payroll);Accrued Net Payroll;001;;;2025-01-29 03:22:03;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1711 (Delek Logistics Partners);69000200 (Property Tax Expense);Property Tax Expense;Property Tax-Oil;1010006482;AB (Journal Entry);Journal Entry;31/01/2025;37.637,82   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;;;;Property Tax-Oil 3Bear;07/02/2025;07/02/2025;BDANIEL;21601100 (Property Tax Payable);Property Tax Payable;001;;;2025-02-07 15:23:20;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1711 (Delek Logistics Partners);69000200 (Property Tax Expense);Property Tax Expense;Property Tax-Oil;1010006648;AB (Journal Entry);Journal Entry;28/02/2025;37.637,82   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;;;;Property Tax-Oil 3Bear;05/03/2025;05/03/2025;GDENT;21601100 (Property Tax Payable);Property Tax Payable;002;;;2025-03-05 14:14:32;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1710 (Delek US Holdings, Inc.);61060000 (401K/NQDF Match Expense);401K/NQDF Match Exp;1002000011;2610000963;YP (EC-Payroll Posting);EC-Payroll Posting;03/01/2025;37.670,25   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;31/12/2024;31/12/2024;AROKADE;21501000 (Accrued Net Payroll);Accrued Net Payroll;001;;;2024-12-31 03:54:40;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61060000 (401K/NQDF Match Expense);401K/NQDF Match Exp;1002000011;2610001034;YP (EC-Payroll Posting);EC-Payroll Posting;14/03/2025;39.239,35   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;12/03/2025;12/03/2025;AROKADE;21501000 (Accrued Net Payroll);Accrued Net Payroll;003;;;2025-03-12 04:02:45;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61200000 (Payroll Expense - Tax and Soc Security - Wages);Pay Exp Tax&SS Wages;1002000011;2610001034;YP (EC-Payroll Posting);EC-Payroll Posting;14/03/2025;39.575,38   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;12/03/2025;12/03/2025;AROKADE;21501000 (Accrued Net Payroll);Accrued Net Payroll;003;;;2025-03-12 04:02:45;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61060000 (401K/NQDF Match Expense);401K/NQDF Match Exp;1002000011;2610001048;YP (EC-Payroll Posting);EC-Payroll Posting;28/03/2025;39.804,59   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;26/03/2025;26/03/2025;PSAMANT;21501000 (Accrued Net Payroll);Accrued Net Payroll;003;;;2025-03-26 09:31:35;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61200000 (Payroll Expense - Tax and Soc Security - Wages);Pay Exp Tax&SS Wages;1002000011;2610001048;YP (EC-Payroll Posting);EC-Payroll Posting;28/03/2025;39.918,22   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;26/03/2025;26/03/2025;PSAMANT;21501000 (Accrued Net Payroll);Accrued Net Payroll;003;;;2025-03-26 09:31:35;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61060000 (401K/NQDF Match Expense);401K/NQDF Match Exp;1002000011;2610001021;YP (EC-Payroll Posting);EC-Payroll Posting;28/02/2025;40.042,89   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;26/02/2025;26/02/2025;AROKADE;21501000 (Accrued Net Payroll);Accrued Net Payroll;002;;;2025-02-26 03:38:45;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);21120000 (Goods Received/Invoice Received);GR/IR;700005063700001;5100239951;RE (Invoice - Gross);Invoice - Gross;09/01/2025;41.300,00   USD;2500249022;16/01/2025;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;DKL Cost Allocation;10/12/2024;09/01/2025;DELEK_BATCH;137614 (OPPORTUNE LLP);OPPORTUNE LLP;001;;;2025-01-09 11:00:15;;;;1002000011 (ACCOUNTING);ACCOUNTING;;7000050637;;;202550003097800001
1711 (Delek Logistics Partners);61200000 (Payroll Expense - Tax and Soc Security - Wages);Pay Exp Tax&SS Wages;;2400000112;CC (Sec. Cost CrossComp.);Sec. Cost CrossComp.;31/03/2025;41.955,85   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;10180001 (DK Logistics Servc.);;;DKLOGISTICDK LOGISTICS SERVC;09/04/2025;09/04/2025;DROJO;INV1710 (DELEK US HOLDINGS INC);DELEK US HOLDINGS INC;003;;;2025-04-09 14:23:25;LC1710;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1711 (Delek Logistics Partners);69000200 (Property Tax Expense);Property Tax Expense;Property Tax;1010006390;AB (Journal Entry);Journal Entry;31/01/2025;42.242,12   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;;;;Property Tax-Gas 3Bear;31/01/2025;31/01/2025;BSTIEDLE;21601100 (Property Tax Payable);Property Tax Payable;001;;;2025-01-31 23:00:35;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1711 (Delek Logistics Partners);69000200 (Property Tax Expense);Property Tax Expense;Property Tax;1010006609;AB (Journal Entry);Journal Entry;28/02/2025;42.242,12   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;;;;Property Tax-Gas 3Bear;28/02/2025;28/02/2025;BSTIEDLE;21601100 (Property Tax Payable);Property Tax Payable;002;;;2025-02-28 23:30:45;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1711 (Delek Logistics Partners);69000200 (Property Tax Expense);Property Tax Expense;Property Tax;1010006827;AB (Journal Entry);Journal Entry;31/03/2025;42.242,12   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;;;;Property Tax-Gas 3Bear;31/03/2025;31/03/2025;CCOLLINS;21601100 (Property Tax Payable);Property Tax Payable;003;;;2025-03-31 23:30:34;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1710 (Delek US Holdings, Inc.);65301300 (Contract Services - Outside Services);CS - Outside Service;;1040003705;RC (Reclass Document);Reclass Document;28/02/2025;42.539,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;Opportune - Reclass from Corporate;11/03/2025;11/03/2025;AKNECHT;65301300 (CS - Outside Service);CS - Outside Service;002;;;2025-03-11 12:23:52;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);65301300 (Contract Services - Outside Services);CS - Outside Service;284516;5000261539;WE (Goods Receipt);Goods Receipt;09/01/2025;42.539,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;09/01/2025;09/01/2025;SAP_WFRT;21120000 (GR/IR);GR/IR;001;OPPORTUNE LLP;137614 (OPPORTUNE LLP);2025-01-09 11:00:02;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;7000050637;;;
1710 (Delek US Holdings, Inc.);69000400 (Franchise Tax Expense);Franchise Tax Expens;;1040003648;RC (Reclass Document);Reclass Document;28/02/2025;42.692,26   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;Franchise Tax CC Reclass FY'25 YTD;10/03/2025;10/03/2025;AKNECHT;69000400 (Franchise Tax Expens);Franchise Tax Expens;002;;;2025-03-10 12:06:57;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);69000400 (Franchise Tax Expense);Franchise Tax Expens;;1040003729;RC (Reclass Document);Reclass Document;28/02/2025;42.692,26   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;Reclass YTD Franchise tax to Accounting;12/03/2025;12/03/2025;DROJO;66000700 (Management Fee);Management Fee;002;;;2025-03-12 10:03:54;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);65200000 (Other Supplies);Other Supplies;PPD-AMORT-SUB;1010021047;AR (Auto Recurring Doc);Auto Recurring Doc;01/01/2025;44.062,35   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;WORKIVA - INV-197645;01/01/2025;31/01/2025;BSTIEDLE;12563000 (Prepaid Other);Prepaid Other;001;;;2025-01-31 23:00:19;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);65200000 (Other Supplies);Other Supplies;PPD-AMORT-SUB;1010021582;AR (Auto Recurring Doc);Auto Recurring Doc;01/02/2025;44.062,35   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;WORKIVA - INV-197645;01/02/2025;28/02/2025;BSTIEDLE;12563000 (Prepaid Other);Prepaid Other;002;;;2025-02-28 23:30:26;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);65200000 (Other Supplies);Other Supplies;PPD-AMORT-SUB;1010022130;AR (Auto Recurring Doc);Auto Recurring Doc;01/03/2025;44.062,35   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;WORKIVA - INV-197645;01/03/2025;31/03/2025;CCOLLINS;12563000 (Prepaid Other);Prepaid Other;003;;;2025-03-31 23:30:12;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61052000 (Group Insurance);Group Insurance;Feb'25 Alloc;1010021751;AB (Journal Entry);Journal Entry;28/02/2025;45.098,56   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10020001 (DELEK US ENERGY, INC);;;GROUP INSURANCE ALLOC;28/02/2025;05/03/2025;DROJO;21503400 (Benefit Cost Clearin);Benefit Cost Clearin;002;;;2025-03-05 10:57:45;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
